row,lat,lon,!75f19024_mesaured_rssi,!75f19024_predicted_rssi,!75f19024_path_loss_rssi,!75f19024_los_obstructed,!75f19024_fresnel_60_obstructed,!75f19024_first_fresnel_obstructed,!7369fb6a_mesaured_rssi,!7369fb6a_predicted_rssi,!7369fb6a_path_loss_rssi,!7369fb6a_los_obstructed,!7369fb6a_fresnel_60_obstructed,!7369fb6a_first_fresnel_obstructed
87,45.7737425,13.8268395,-80.0,-141.85,-92.53999999999999,True,True,True,-126.0,-120.23,-90.08000000000001,True,True,True
88,45.7737375,13.8268578,-79.0,-141.72,-92.53999999999999,True,True,True,-123.0,-120.22,-90.08000000000001,True,True,True
89,45.7728721,13.8266073,,,,,,,-122.0,-146.86,-90.12,True,True,True
90,45.77129,13.8263716,-79.0,-146.87,-92.68,True,True,True,-119.0,-132.77,-90.21000000000001,True,True,True
91,45.768847,13.8279676,-79.0,-145.16,-92.91,True,True,True,-116.0,-133.17000000000002,-90.41,True,True,True
92,45.7616586,13.8299201,-79.0,-129.66,-93.45000000000002,True,True,True,-115.0,-106.52000000000001,-90.9,False,True,True
93,45.7609315,13.830261,-79.0,-145.08,-93.50999999999999,True,True,True,-115.0,-136.46,-90.96000000000001,True,True,True
94,45.7608743,13.8296815,-80.0,-145.96,-93.49000000000001,True,True,True,-108.0,-137.0,-90.94,True,True,True
95,45.760903,13.8296695,-79.0,-137.65,-93.49000000000001,True,True,True,-108.0,-123.14,-90.94,True,True,True
96,45.7609038,13.8296743,-79.0,-137.65,-93.49000000000001,True,True,True,-107.0,-123.16000000000001,-90.94,True,True,True
97,45.760998,13.8296685,-120.0,-137.62,-93.48000000000002,True,True,True,-108.0,-123.07000000000001,-90.93,True,True,True
98,45.7610621,13.829398,-116.0,-145.54,-93.47,True,True,True,-101.0,-136.52,-90.92000000000002,True,True,True
99,45.7612266,13.8289045,-79.0,-109.03,-93.44,False,True,True,-106.0,-106.53,-90.9,False,True,True
100,45.7611965,13.8287826,-118.0,-109.03,-93.44,False,True,True,-122.0,-106.52000000000001,-90.9,False,True,True
101,45.7612076,13.8287566,-122.0,-109.03,-93.44,False,True,True,-111.0,-106.52000000000001,-90.89000000000001,False,True,True
102,45.761204,13.8287466,-124.0,-109.03,-93.44,False,False,True,-110.0,-106.52000000000001,-90.89000000000001,False,True,True
103,45.7612035,13.8287443,-119.0,-109.03,-93.44,False,False,True,-110.0,-106.52000000000001,-90.89000000000001,False,True,True
104,45.7612041,13.8287248,-120.0,-109.03,-93.44,False,False,True,-110.0,-106.52000000000001,-90.89000000000001,False,True,True
105,45.761162,13.8288596,-120.0,-109.03,-93.44,False,True,True,-108.0,-106.54,-90.9,False,True,True
106,45.7612073,13.828924,-78.0,-109.03,-93.44,False,True,True,-101.0,-106.53,-90.9,False,True,True
107,45.7612083,13.8289451,-118.0,-109.03,-93.44,False,True,True,-109.0,-106.53,-90.9,False,True,True
108,45.7611645,13.8289296,-119.0,-109.03,-93.45000000000002,False,True,True,-104.0,,,,,
109,45.761177,13.829071,-80.0,-109.05000000000001,-93.45000000000002,False,True,True,-102.0,-106.53,-90.91,False,True,True
110,45.760989,13.829839,-79.0,-109.07000000000001,-93.49000000000001,False,True,True,-113.0,-106.57000000000001,-90.94,False,True,True
111,45.7602998,13.8311521,,,,,,,-122.0,-133.19,-91.02000000000001,True,True,True
112,45.7588458,13.8313056,-80.0,-138.0,-93.68,True,True,True,-116.0,-123.95,-91.11000000000001,True,True,True
113,45.7567951,13.8324838,-79.0,-109.43,-93.84,False,False,True,-106.0,-106.89,-91.25999999999999,False,True,True
114,45.7567663,13.831713,-78.0,-109.41000000000001,-93.82,False,False,True,-113.0,-106.87,-91.24000000000001,False,True,True
115,45.756167,13.8319336,-110.0,-109.46000000000001,-93.86000000000001,False,False,True,-116.0,-106.91000000000001,-91.28,False,True,True
116,45.7559976,13.8321626,-117.0,-109.47,-93.88,False,True,True,-114.0,-106.93,-91.30000000000001,False,True,True
117,45.7559211,13.8323026,-78.0,-109.49000000000001,-93.89000000000001,False,True,True,-115.0,-106.94000000000001,-91.31,False,True,True
118,45.7558505,13.8337536,-108.0,-109.54,-93.95000000000002,False,False,True,-104.0,-106.99000000000001,-91.35,False,False,True
